"","Protein","Len","S0","S0.1","S1","S1.1","LogFoldChange","Zstatistic","fdr","FDRup","FDRdown","UniprotID","DEFLINE"
"1","m.1",362,0,0,1,2,4.015,0.6298,0.947627,0.952553,0.861592,"P21369","Pyrazinamidase/nicotinamidase OS=Escherichia coli (strain K12) GN=pncA PE=3 SV=1                    "
"2","m.1000",214,29,30,26,26,12.456,1.6046,0.999993,0.833184,0.88199,"Q24799","Myophilin OS=Echinococcus granulosus PE=2 SV=1                       "
"3","m.10009",206,3,3,3,3,1.211,0.1361,0.968153,0.950169,0.841013,"Q5P203","Putative regulator of ribonuclease activity OS=Aromatoleum aromaticum (strain EbN1) GN=AZOSEA25360 PE=3 SV=1                "
"4","m.10015",205,5,6,8,6,1.393,0.4308,0.93993,0.950293,0.855284,"B4JT39","Mesencephalic astrocyte-derived neurotrophic factor homolog OS=Drosophila grimshawi GN=Manf PE=3 SV=1                  "
"5","m.1002",498,0,1,2,1,4.184,0.5034,0.940967,0.951229,0.857737,"3270652","Predicted protein OS=Nematostella vectensis GN=v1g240580 PE=4 SV=1                     "
"6","m.10038",212,3,4,1,3,-4.094,-0.4192,0.994834,0.965021,0.777025,"P86854","Perlucin-like protein OS=Mytilus galloprovincialis PE=1 SV=1                      "
"7","m.1005",498,12,13,16,11,7.173,2.1698,0.841007,0.62536,0.883809,"Q13310","Polyadenylate-binding protein 4 OS=Homo sapiens GN=PABPC4 PE=1 SV=1                    "
"8","m.10055",770,0,1,1,1,-2.984,-0.5465,0.994593,0.967153,0.754714,"Q91437","CAD protein OS=Squalus acanthias GN=CAD PE=2 SV=1                     "
"9","m.10061",510,4,2,3,5,6.311,0.6578,0.949861,0.952701,0.862396,"Q64459","Cytochrome P450 3A11 OS=Mus musculus GN=Cyp3a11 PE=1 SV=1                    "
"10","m.1007",159,2,1,1,1,6.168,1.2636,0.999996,0.907259,0.877577,"P20965","Polyadenylate-binding protein 1-A OS=Xenopus laevis GN=pabpc1-a PE=1 SV=3                    "
"11","m.10080",526,17,14,15,15,4.317,1.1965,0.999997,0.91695,0.876362,"Q14247","Src substrate cortactin OS=Homo sapiens GN=CTTN PE=1 SV=2                    "
"12","m.10093",673,1,1,1,1,-1.668,-0.2429,0.998544,0.961161,0.802774,"B0FYY4","Integrin beta-1 OS=Ovis aries GN=ITGB1 PE=2 SV=1                     "
"13","m.10110",697,0,1,0,0,-4.289,-0.5676,0.994058,0.967464,0.750679,"O11780","Transforming growth factor-beta-induced protein ig-h3 OS=Sus scrofa GN=TGFBI PE=1 SV=1                  "
"14","m.10111",222,0,2,0,2,1.986,0.1339,0.96853,0.950207,0.840864,"3660641","Uncharacterized protein OS=Branchiostoma floridae GN=BRAFLDRAFT_85349 PE=4 SV=1                     "
"15","m.1013",969,1,3,0,1,1.126,0.0899,0.976028,0.951103,0.837707,"A7RU46","Nck-associated protein 1 homolog OS=Nematostella vectensis GN=napA PE=3 SV=1                   "
"16","m.10132",182,1,2,2,2,2.109,0.2264,0.954046,0.949161,0.846465,"Q6NZW8","ADP-ribosylation factor-like protein 8B-A OS=Danio rerio GN=arl8ba PE=2 SV=1                   "
"17","m.10135",467,4,4,3,4,8.015,0.9664,0.999999,0.942074,0.87105,"Q9YI37","Succinyl-CoA ligase [ADP-forming] subunit beta mitochondrial (Fragment) OS=Columba livia GN=SUCLA2 PE=1 SV=1                           "
"18","m.10138",474,2,1,2,2,-0.557,-0.1472,0.999926,0.958361,0.814692,"O77775","Neutrophil cytosol factor 2 OS=Bos taurus GN=NCF2 PE=2 SV=1                   "
"19","m.10139",271,0,1,1,0,-12.866,-1.2044,0.826557,0.958206,0.604565,"Q8R1W8","Interphotoreceptor matrix proteoglycan 1 OS=Mus musculus GN=Impg1 PE=1 SV=1                   "
"20","m.10146",361,2,1,1,3,-13.104,-1.8436,0.713354,0.934632,0.410659,"O43639","Cytoplasmic protein NCK2 OS=Homo sapiens GN=NCK2 PE=1 SV=2                    "
"21","m.10183",616,1,0,0,0,-6.13,-0.7974,0.959625,0.969007,0.701491,"P60670","Nuclear protein localization protein 4 homolog OS=Mus musculus GN=Nploc4 PE=1 SV=3                 "
"22","m.10194",572,19,16,19,20,-6.713,-1.9986,0.655168,0.929905,0.355438,"P15178","Aspartate--tRNA ligase cytoplasmic OS=Rattus norvegicus GN=Dars PE=2 SV=1                           "
"23","m.10199",219,7,9,7,8,-7.033,-1.5355,0.771176,0.944721,0.514083,"Q05975","Ras-related protein Rab-2 OS=Lymnaea stagnalis GN=RAB2 PE=2 SV=1                    "
"24","m.1020",1917,0,0,1,1,-0.067,-0.0085,0.990809,0.953835,0.829372,"Q6ZQ08","CCR4-NOT transcription complex subunit 1 OS=Mus musculus GN=Cnot1 PE=1 SV=2                  "
"25","m.10205",893,0,1,1,0,-1.016,-0.0999,0.998606,0.956827,0.820061,"O88664","Serine/threonine-protein kinase TAO1 OS=Rattus norvegicus GN=Taok1 PE=1 SV=1                    "
"26","m.10239",279,1,2,2,1,-1.716,-0.1916,0.999781,0.959723,0.809333,"P31483","Nucleolysin TIA-1 isoform p40 OS=Homo sapiens GN=TIA1 PE=1 SV=3                   "
"27","m.10254",141,2,2,0,0,0.727,0.1181,0.971224,0.950501,0.83977,NA,NA
"28","m.10260",232,0,1,1,1,-4.116,-0.5625,0.994214,0.96739,0.751663,"3665646","Putative uncharacterized protein OS=Branchiostoma floridae GN=BRAFLDRAFT_85506 PE=4 SV=1                    "
"29","m.10264",203,0,1,0,1,2.878,0.4448,0.939929,0.95047,0.855775,"Q2QXC6","Probable serine/threonine-protein kinase WNK9 OS=Oryza sativa subsp. japonica GN=WNK9 PE=2 SV=1                 "
"30","m.1027",157,1,2,2,2,1.463,0.188,0.959662,0.949454,0.844299,"3289105","Predicted protein OS=Nematostella vectensis GN=v1g225191 PE=4 SV=1                     "
"31","m.10304",278,4,4,3,4,5.695,1.0786,1,0.931205,0.87388,"Q96RW7","Hemicentin-1 OS=Homo sapiens GN=HMCN1 PE=1 SV=2                      "
"32","m.10324",680,4,4,3,4,-9.59,-1.0641,0.868593,0.963638,0.638608,"Q04446","14-alpha-glucan-branching enzyme OS=Homo sapiens GN=GBE1 PE=1 SV=3                           "
"33","m.10327",1122,2,2,2,2,-10.866,-1.5021,0.775381,0.945964,0.524195,"Q1LZA7","LIM domain-containing protein 2 OS=Bos taurus GN=LIMD2 PE=2 SV=1                   "
"34","m.10342",512,1,0,1,1,-0.364,-0.0556,0.995702,0.955359,0.824756,"P08183","Multidrug resistance protein 1 OS=Homo sapiens GN=ABCB1 PE=1 SV=3                   "
"35","m.10346",250,2,3,1,3,0.754,0.085,0.976852,0.951217,0.837334,"Q9NR16","Scavenger receptor cysteine-rich type 1 protein M160 OS=Homo sapiens GN=CD163L1 PE=1 SV=2                "
"36","m.1036",1192,1,1,2,2,1.716,0.3306,0.943334,0.949286,0.851422,"O57683","Splicing factor 3B subunit 1 OS=Xenopus laevis GN=sf3b1 PE=2 SV=1                  "
"37","m.10360",636,1,2,2,2,2.909,0.2498,0.951018,0.949078,0.847687,"A5D7E2","Transmembrane 9 superfamily member 4 OS=Bos taurus GN=TM9SF4 PE=2 SV=2                  "
"38","m.10378",725,2,3,3,3,4.517,1.2475,0.999997,0.909701,0.877297,"Q03516","Uncharacterized protein RSN1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RSN1 PE=1 SV=1               "
"39","m.1038",113,5,4,5,5,-13.288,-4.1353,0.019349,0.887588,0.00456,"P51397","Death-associated protein 1 OS=Homo sapiens GN=DAP PE=1 SV=3                    "
"40","m.10387",484,6,6,7,6,-5.108,-1.2201,0.822664,0.957547,0.600667,"Q8IV20","Laccase domain-containing protein 1 OS=Homo sapiens GN=LACC1 PE=1 SV=1                   "
"41","m.104",1674,66,65,62,64,-0.711,-0.3922,0.994942,0.964515,0.781325,"Q68FD5","Clathrin heavy chain 1 OS=Mus musculus GN=Cltc PE=1 SV=3                   "
"42","m.1041",396,5,6,5,3,-8.075,-1.1609,0.838242,0.959993,0.615249,"Q0VFL3","KH domain-containing RNA-binding signal transduction-associated protein 2 OS=Xenopus tropicalis GN=khdrbs2 PE=2 SV=1                           "
"43","m.1042",331,3,4,4,4,0.348,0.0389,0.984271,0.952415,0.83361,"Q9PTS2","Uroporphyrinogen decarboxylase OS=Danio rerio GN=urod PE=2 SV=1                     "
"44","m.1044",836,0,1,0,0,-0.047,-0.0079,0.990735,0.953816,0.829428,"Q29M42","Coiled-coil and C2 domain-containing protein 1-like OS=Drosophila pseudoobscura pseudoobscura GN=GA18377 PE=3 SV=2                "
"45","m.10457",752,0,0,1,1,4.431,0.5488,0.942729,0.951789,0.859171,"Q91372","Probable ATP-dependent RNA helicase DDX4 OS=Xenopus laevis GN=ddx4 PE=2 SV=1                  "
"46","m.10463",220,0,1,1,1,11.138,1.1254,0.999998,0.925932,0.874921,"Q32NG4","Parkinson disease 7 domain-containing protein 1 OS=Xenopus laevis GN=pddc1 PE=2 SV=1                 "
"47","m.10468",320,8,10,8,9,0.292,0.0452,0.983306,0.952239,0.834142,NA,NA
"48","m.10469",238,0,0,0,1,-1.147,-0.1073,0.998929,0.957071,0.819245,"P61291","Proteasome activator complex subunit 3 OS=Sus scrofa GN=PSME3 PE=2 SV=1                  "
"49","m.10472",547,5,8,8,5,2.696,0.3847,0.940702,0.949759,0.853591,"Q5D1D6","Interferon-induced guanylate-binding protein 1 OS=Chlorocebus aethiops GN=GBP1 PE=2 SV=1                   "
"50","m.10484",222,1,1,1,0,-16.796,-2.1559,0.584984,0.924984,0.301022,"Q68EY7","Coiled-coil domain-containing protein 124-A OS=Xenopus laevis GN=ccdc124-a PE=2 SV=1                   "
"51","m.10496",298,9,12,9,7,-10.716,-2.6097,0.374669,0.911195,0.166186,"Q5R5D5","Alcohol dehydrogenase [NADP(+)] OS=Pongo abelii GN=AKR1A1 PE=2 SV=1                    "
"52","m.10499",214,2,4,2,2,-0.724,-0.1279,0.999595,0.957743,0.816926,"Q13825","Methylglutaconyl-CoA hydratase mitochondrial OS=Homo sapiens GN=AUH PE=1 SV=1                           "
"53","m.10517",796,1,1,0,1,-4.442,-1.0221,0.883197,0.965004,0.64864,"3271430","Predicted protein OS=Nematostella vectensis GN=v1g241035 PE=4 SV=1                     "
